	id	host_id	neighbourhood_group	neighbourhood	latitude	longitude	price	minimum_nights	number_of_reviews	calculated_host_listings_count	availability_365	cancellation_policy	guests_included	bedrooms	risk_rating
1770	16678046	42169445	0	18	1.30138	103.89884	80	2	4	1	0	1	1	1	0
1771	16680536	52382593	4	5	1.36352	103.76893000000001	50	6	0	1	180	0	1	1	0
1772	16701352	66406177	0	10	1.2735	103.84527	148	30	34	335	356	2	2	1	1
1773	16702357	46685310	0	28	1.29601	103.83794	88	1	13	37	356	2	2	1	0
1774	16710831	673886	0	21	1.31559	103.84062	79	1	1	2	0	0	1	1	0
1775	16711969	96467516	0	11	1.31497	103.88769	82	2	112	23	166	2	4	1	2
1776	16715096	12569371	2	40	1.42913	103.79921999999999	98	90	24	2	351	2	1	1	1
1777	16726178	1725521	0	11	1.31241	103.88184	150	3	145	18	246	1	5	2	2
1778	16730755	65319133	0	4	1.2852	103.82406	70	3	12	3	325	1	2	1	0
1779	16741381	32547962	0	21	1.32295	103.84861	110	2	21	1	0	1	3	1	0
1780	16742820	111065775	0	28	1.29761	103.83672	150	6	12	17	179	1	1	0	0
1781	16743909	111065775	0	28	1.29752	103.83843	112	6	19	17	179	1	2	0	0
1782	16747836	10248444	0	28	1.29549	103.83805	138	2	35	58	1	2	2	1	0
1783	16750061	111065775	0	22	1.2987600000000001	103.83802	138	6	8	17	179	1	1	1	0
1784	16758638	29666204	0	6	1.3109600000000001	103.79719	75	2	10	2	364	1	1	1	0
1785	16759601	28809566	2	30	1.44153	103.82364	68	5	0	12	179	2	1	1	0
1786	16761916	111250019	0	29	1.30104	103.85386	99	3	4	1	0	1	1	1	0
1787	16763691	111061087	0	11	1.31331	103.88717	29	1	3	1	0	1	1	1	0
1788	16784213	53783740	0	37	1.31641	103.82755	60	2	0	1	0	0	1	1	0
1789	16798945	2413412	0	15	1.30863	103.86146	45	18	2	138	361	2	1	1	0
1790	16799416	12374682	4	14	1.33936	103.69085	35	3	3	1	0	0	1	1	0
1791	16803564	46545593	0	15	1.31067	103.86003000000001	22	1	23	15	1	1	1	1	0
1792	16811553	9870571	0	10	1.28043	103.85334	89	4	2	1	0	0	1	1	0
1793	16812677	63448912	0	33	1.28725	103.84788	20	1	27	44	294	2	1	1	0
1794	16813107	63448912	0	33	1.28824	103.84652	22	1	28	44	1	2	1	1	0
1795	16813277	63448912	0	33	1.28847	103.84662	29	1	7	44	294	2	1	1	0
1796	16813372	63448912	0	33	1.2881	103.84625	29	1	26	44	294	2	1	1	0
1797	16823251	65319133	0	4	1.28455	103.8235	70	180	38	3	0	2	1	1	1
1798	16830276	63448912	0	33	1.2885	103.8478	22	1	0	44	325	2	1	1	0
1799	16830368	63448912	0	33	1.2869899999999999	103.84674	22	1	5	44	326	2	1	1	0
1800	16830438	63448912	0	33	1.28655	103.84833	29	1	5	44	294	2	1	1	0
1801	16830539	63448912	0	33	1.28769	103.84678000000001	20	1	28	44	1	2	1	1	0
1802	16830612	63448912	0	33	1.28673	103.84794000000001	20	1	2	44	325	2	1	1	0
1803	16830660	63448912	0	33	1.28829	103.84799	21	1	10	44	294	2	1	1	0
1804	16830746	63448912	0	33	1.28787	103.84683000000001	29	1	2	44	325	2	1	1	0
1805	16830915	63448912	0	33	1.28702	103.84796	29	1	8	44	325	2	1	1	0
1806	16831020	63448912	0	33	1.28716	103.84685999999999	29	1	1	44	325	2	1	1	0
1807	16831108	63448912	0	33	1.2871	103.84751999999999	29	1	12	44	294	2	1	1	0
1808	16846533	111065775	0	22	1.29874	103.83863000000001	120	7	23	17	0	1	1	1	0
1809	16848626	63448912	1	1	1.31387	103.93091	26	356	1	44	365	2	1	1	1
1810	16848828	111065775	0	28	1.29774	103.83639000000001	120	6	12	17	78	1	2	1	0
1811	16850703	23722617	0	28	1.29587	103.84040999999999	101	90	40	32	89	2	1	1	1
1812	16857708	112299696	2	30	1.4404299999999999	103.82268	55	6	0	6	365	2	1	1	0
1813	16863370	47611818	0	29	1.2994299999999999	103.85274	32	2	15	13	356	0	1	1	0
1814	16865763	63448912	0	33	1.287	103.84691	39	1	5	44	1	2	1	1	0
1815	16881298	112299696	2	30	1.44096	103.82183	55	7	2	6	365	2	1	1	0
1816	16884831	36177912	0	10	1.2785799999999998	103.84737	150	90	0	5	183	2	1	1	1
1817	16891958	3234859	0	15	1.3054	103.86092	95	1	222	9	174	2	2	1	2
1818	16904220	12569371	2	16	1.4125	103.77774000000001	87	90	3	2	200	0	3	2	1
1819	16905663	49915186	4	9	1.29974	103.76495	119	1	0	1	0	0	1	1	0
1820	16914032	785184	1	1	1.31405	103.93693	115	3	0	1	0	0	1	1	0
1821	16932344	56351477	0	4	1.27583	103.83579	64	2	2	2	0	0	1	1	0
1822	16936558	33955595	0	28	1.29726	103.83431999999999	240	3	84	5	178	2	5	2	2
1823	16945653	47611818	0	29	1.29806	103.85257	29	5	14	13	1	0	1	1	0
1824	16947051	12067440	0	15	1.31185	103.86015	56	1	57	14	1	2	1	1	2
1825	16964241	100353323	0	23	1.2828600000000001	103.84467	29	1	36	8	365	2	1	1	0
1826	16966634	5423329	3	32	1.38583	103.87216	75	2	25	2	159	1	2	1	0
1827	16977300	113602640	0	4	1.2879399999999999	103.82216	25	1	0	1	0	0	1	1	0
1828	16981748	109391687	0	22	1.30388	103.83358	158	1	31	11	361	2	1	1	0
1830	16991336	109391687	0	22	1.3039100000000001	103.8334	108	1	4	11	364	2	1	1	0
1831	17015281	114079450	1	1	1.3181399999999999	103.94293	50	2	4	2	0	2	2	1	0
1832	17016908	47378904	2	40	1.43106	103.77905	184	2	80	1	255	1	6	3	2
1833	17037625	25033568	0	28	1.2971	103.83608000000001	128	100	0	1	180	0	1	1	1
1834	17046048	114079450	1	1	1.32036	103.94337	50	2	4	2	1	2	2	1	0
1835	17049465	112851539	0	6	1.33835	103.78372	135	2	22	2	24	0	2	1	0
1836	17053896	25375339	0	11	1.31198	103.87923	124	1	5	9	365	2	1	1	0
1837	17084283	114638171	0	29	1.3020200000000002	103.84872	120	30	38	2	180	2	1	1	1
1838	17093761	114674497	4	14	1.34921	103.708	41	5	69	4	0	2	1	1	2
1839	17103886	114002560	0	22	1.30692	103.83509000000001	166	1	0	5	0	0	2	1	0
1840	17106212	109333133	0	28	1.2964	103.8371	136	6	45	29	356	2	2	1	2
1841	17110437	21149720	0	15	1.3119399999999999	103.85949000000001	196	1	1	16	365	2	2	1	0
1842	17111127	114911226	1	1	1.32195	103.92565	120	30	0	1	0	2	2	2	1
1843	17112396	112299696	2	30	1.4418600000000001	103.82361999999999	82	7	0	6	365	2	1	1	0
1844	17122972	112851539	0	6	1.33875	103.78188	136	2	56	2	20	0	2	1	2
1845	17123186	97878860	0	11	1.31522	103.882	41	18	1	81	353	2	1	1	0
1846	17123698	47611818	0	10	1.29615	103.85461	117	4	129	13	163	0	2	1	2
1847	17142437	33096269	0	11	1.3126200000000001	103.88031	45	2	127	11	91	1	2	1	2
1848	17145048	115112951	3	12	1.36043	103.88409	70	100	3	1	0	1	1	1	1
1849	17163340	63377713	4	14	1.34666	103.70822	45	1	0	1	0	0	1	1	0
1850	17179470	23874147	2	40	1.43268	103.77436999999999	50	21	8	1	365	2	1	1	0
1851	17190987	63448912	0	33	1.2871	103.84685999999999	48	1	0	44	141	2	1	1	0
1852	17191773	23336011	0	23	1.28301	103.84153	110	6	8	40	289	2	1	1	0
1853	17212644	3952181	1	1	1.30624	103.91275999999999	75	1	0	1	0	0	1	1	0
1854	17228916	47611818	0	10	1.29615	103.85461	94	4	64	13	160	0	2	1	2
1855	17231060	97206233	0	22	1.30352	103.83436	100	1	12	11	1	2	1	1	0
1856	17275135	11390076	0	20	1.30449	103.83844	101	3	15	18	364	2	1	1	0
1857	17302758	21386285	4	14	1.3454700000000002	103.72264	60	3	5	4	365	2	1	1	0
1858	17309287	12532802	0	37	1.29488	103.82774	200	6	7	2	0	2	1	2	0
1859	17325277	94740654	1	1	1.32049	103.90738	75	1	1	1	0	1	1	1	0
1860	17332999	24091994	0	28	1.2963200000000001	103.8374	82	1	8	1	0	1	1	1	0
1861	17348884	45556502	0	28	1.29645	103.83306999999999	50	1	0	1	0	0	1	1	0
1862	17373997	117411386	0	11	1.31523	103.9052	140	90	3	2	180	2	4	3	1
1863	17390721	35119444	0	4	1.27846	103.83768	98	2	3	4	0	1	1	0	0
1864	17391691	35119444	0	4	1.27709	103.83729	98	2	63	4	0	1	1	0	2
1865	17392067	35119444	0	4	1.27824	103.83775	98	2	8	4	0	1	1	0	0
1866	17399550	14613568	3	31	1.39444	103.9022	54	3	75	2	351	2	2	1	2
1867	17410029	101040883	4	8	1.38104	103.75986	219	1	88	5	176	2	4	3	2
1868	17414394	117765997	0	15	1.31206	103.85989000000001	46	1	16	2	1	1	2	1	0
1869	17416854	1725521	0	11	1.3148	103.88818	140	2	137	18	82	1	4	1	2
1870	17453196	112462719	0	4	1.26814	103.81203000000001	89	1	0	2	0	0	1	0	0
1871	17454856	47866620	0	15	1.31382	103.85429	120	2	58	14	271	2	4	1	2
1872	17471289	61619807	0	28	1.2953	103.83853	175	6	102	38	325	2	4	1	2
1873	17483368	97878860	0	15	1.3083200000000001	103.86118	42	18	2	81	1	2	1	1	0
1874	17483524	43543631	0	29	1.3017299999999998	103.84619	122	1	9	3	365	2	1	1	0
1875	17488373	97878860	0	15	1.30892	103.86227	39	18	1	81	357	2	1	1	0
1876	17488498	25116861	0	4	1.27798	103.83855	98	2	156	10	0	1	1	1	2
1877	17488629	25116861	0	4	1.2768	103.8369	98	2	120	10	0	1	1	0	2
1878	17488732	25116861	0	4	1.27646	103.83895	98	2	124	10	0	1	1	0	2
1879	17507048	46685310	0	28	1.29765	103.83933	168	6	65	37	352	2	4	1	2
1880	17519803	97878860	0	23	1.28294	103.8436	99	90	1	81	356	2	1	1	1
1881	17532583	45265769	3	26	1.4056	103.8948	43	7	4	2	264	2	1	1	0
1882	17540932	118984461	0	15	1.29619	103.87109	134	3	0	1	0	0	1	1	0
1883	17552757	47866620	0	15	1.3128	103.85308	70	2	11	14	365	2	1	1	0
1884	17575300	16517464	0	11	1.3141399999999999	103.89372	179	2	0	1	0	1	1	1	0
1885	17590829	20598343	1	1	1.32013	103.91141999999999	350	1	0	1	0	0	4	2	0
1886	17595156	25688125	4	8	1.38341	103.74395	50	2	24	1	82	0	1	1	0
1887	17601150	119614575	0	11	1.3089	103.88568000000001	50	2	26	1	0	2	1	1	0
1888	17615250	97878860	0	15	1.30808	103.86265	38	18	0	81	365	2	1	1	0
1889	17616042	118900770	1	24	1.37348	103.95371	59	90	108	1	364	2	1	1	1
1890	17619960	10248444	0	28	1.2983200000000001	103.84021	138	6	61	58	340	2	2	0	2
1891	17626246	91050210	0	6	1.3178299999999998	103.8047	175	4	4	1	0	2	1	2	0
1892	17626886	97878860	0	15	1.30979	103.86245	38	18	4	81	358	2	1	1	0
1893	17627294	109333133	0	28	1.29744	103.83972	138	6	56	29	336	2	2	1	2
1894	17641382	23336011	0	23	1.28185	103.84097	140	6	5	40	312	2	1	1	0
1895	17646003	65319133	0	4	1.28092	103.82318000000001	75	1	0	3	356	0	1	1	0
1896	17657915	120170647	0	23	1.28386	103.84229	55	1	76	1	365	2	2	1	2
1897	17660250	107540964	0	18	1.30339	103.89628	70	90	1	1	91	0	2	1	1
1898	17669253	120284323	0	10	1.29841	103.85677	110	2	3	1	0	0	1	1	0
1899	17672050	117765997	0	15	1.31092	103.86036	22	1	43	2	365	1	1	1	2
1900	17673525	1204940	4	9	1.3169799999999998	103.7567	50	7	0	1	0	0	1	1	0
1901	17677387	78386666	0	11	1.3165	103.88944000000001	56	1	2	6	0	0	2	1	0
1902	17684121	29420853	0	15	1.3140399999999999	103.85322	200	10	3	97	347	2	4	2	0
1903	17686936	34146041	0	4	1.28159	103.80318	101	1	1	2	0	2	2	1	0
1904	17705645	8644032	4	14	1.35285	103.705	45	1	15	1	0	0	2	1	0
1905	17712132	10248444	0	28	1.29664	103.83986999999999	165	6	43	58	356	2	4	0	2
1906	17716164	77033455	1	1	1.31999	103.91957	85	1	0	4	1	2	2	1	0
1907	17736530	120966362	4	14	1.33755	103.6903	91	3	31	1	0	1	1	1	0
1908	17766467	97878860	0	15	1.30918	103.86289000000001	36	18	2	81	338	2	1	1	0
1909	17768467	9293170	4	14	1.3462100000000001	103.72256999999999	80	5	10	7	365	2	1	1	0
1910	17769862	47866620	0	15	1.31254	103.85318000000001	52	2	102	14	232	2	2	1	2
1911	17778761	9293170	4	14	1.34669	103.72327	60	3	7	7	181	2	1	1	0
1912	17797878	47440290	0	22	1.30548	103.83283	254	1	0	1	0	0	1	3	0
1913	17798438	120039849	0	22	1.30411	103.83707	303	1	14	8	173	3	1	0	0
1914	17798496	120039849	0	22	1.30411	103.83707	303	1	47	8	180	0	2	0	2
1915	17805144	6954638	0	27	1.2926	103.76836999999999	20	5	9	9	90	0	1	1	0
1916	17806689	121695074	1	36	1.34197	103.96186	53	3	1	1	0	1	1	1	0
1917	17812922	120039849	0	22	1.30411	103.83707	374	1	24	8	0	0	2	1	0
1918	17813026	120039849	0	22	1.30411	103.83707	374	1	10	8	180	0	2	1	0
1919	17813122	120039849	0	22	1.30411	103.83707	373	1	22	8	180	0	1	1	0
1920	17814354	29420853	0	20	1.30528	103.84704	130	25	3	97	365	2	2	1	0
1923	17832551	29420853	0	21	1.32671	103.84756999999999	130	14	1	97	365	2	2	1	0
1924	17838889	39995218	0	18	1.30625	103.88962	110	10	40	1	0	2	2	1	2
1925	17847955	118947599	4	13	1.34586	103.73442	79	1	0	1	0	0	1	1	0
1926	17848396	42971236	0	11	1.31249	103.88721	46	1	0	1	0	0	1	1	0
1927	17849002	8763205	0	23	1.28178	103.84535	200	3	3	2	0	0	1	3	0
1928	17854771	15625183	0	11	1.3139399999999999	103.88584	91	1	0	1	0	0	2	1	0
1929	17855048	122181890	0	15	1.31291	103.85171	100	2	3	1	0	0	1	1	0
1930	17856178	111909043	0	11	1.31751	103.8905	115	183	0	1	358	2	1	2	1
1931	17859496	25996335	0	15	1.3146	103.85258	310	1	10	1	341	2	7	1	0
1932	17868078	11390076	0	19	1.298	103.84875	55	4	0	18	362	0	1	1	0
1933	17868090	11390076	0	19	1.29805	103.85023000000001	59	4	5	18	178	0	1	1	0
1934	17881638	11390076	0	38	1.3414700000000002	103.84127	66	3	8	18	364	2	1	1	0
1935	17881784	11390076	0	22	1.30172	103.83815	89	3	16	18	364	2	1	1	0
1936	17882162	122455608	4	3	1.3610200000000001	103.74728	100	3	0	1	0	0	1	1	0
1937	17882385	121648103	1	36	1.35848	103.95573	39	2	0	1	0	0	1	1	0
1938	17884419	12601408	4	14	1.34996	103.6983	63	15	7	1	26	2	1	1	0
1939	17893265	63448912	0	33	1.28729	103.84786	131	1	0	44	322	2	4	1	0
1941	17896554	56456300	0	2	1.34676	103.85401	41	1	9	1	0	0	1	1	0
1942	17899844	122646546	4	14	1.34564	103.72361	55	2	0	1	0	1	1	1	0
1943	17899942	21149720	0	15	1.31313	103.85954	196	1	1	16	365	2	2	1	0
1944	17900978	77460827	1	1	1.31864	103.90845	26	2	7	1	25	0	1	0	0
1945	17912340	49238649	4	9	1.29778	103.76436	151	1	1	1	90	0	1	1	0
1946	17917998	61619807	0	28	1.29654	103.83764000000001	176	6	66	38	338	2	4	1	2
1947	17926795	8763205	0	10	1.2897	103.84911	89	4	0	2	0	0	1	1	0
1948	17927897	23336011	0	33	1.28759	103.84982	165	1	3	40	193	2	1	1	0
1949	17928170	23336011	0	33	1.28864	103.84827	145	5	52	40	364	2	1	0	2
1950	17928273	23336011	0	33	1.28894	103.84794000000001	120	7	42	40	364	2	1	1	2
1951	17929042	211434941	0	10	1.29649	103.85526	175	1	24	7	172	2	2	0	0
1952	17929045	211434941	0	10	1.29649	103.85526	165	1	4	7	173	2	1	0	0
1953	17929049	211434941	0	10	1.29649	103.85526	184	1	4	7	169	2	1	0	0
1954	17929052	211434941	0	10	1.29649	103.85526	270	1	0	7	171	2	2	0	0
1955	17929053	211434941	0	10	1.29649	103.85526	320	1	7	7	172	2	2	0	0
1956	17929054	211434941	0	10	1.29649	103.85526	291	1	3	7	169	2	2	0	0
1957	17929055	211434941	0	10	1.29649	103.85526	155	1	11	7	1	2	1	0	0
1958	17929480	97878860	0	23	1.28304	103.84281	60	90	0	81	356	2	1	1	1
1959	17949590	108417270	1	1	1.31817	103.90939	42	1	50	3	90	1	1	1	2
1960	17951810	9293170	4	14	1.34701	103.72155	60	7	7	7	313	2	1	1	0
1961	17953028	32883837	0	11	1.31692	103.88829	109	2	2	1	0	1	1	0	0
1962	17956150	33035300	0	28	1.29303	103.83686999999999	110	10	43	2	193	2	1	1	2
1963	17981547	123527143	4	14	1.3411	103.71761	61	1	0	1	0	0	1	1	0
1964	17988707	42745334	3	12	1.35437	103.87773	106	1	0	1	0	2	1	2	0
1965	17999451	123706063	1	1	1.31979	103.91443000000001	140	4	3	1	0	2	2	1	0
1966	18000521	23336011	0	33	1.2874299999999999	103.84902	145	6	4	40	1	2	1	0	0
1967	18011660	78238544	2	41	1.4076799999999998	103.81962	188	1	37	2	364	2	1	1	2
1968	18012960	71900722	3	32	1.34578	103.88019	63	2	1	1	0	1	1	1	0
1969	18013085	123535614	0	28	1.2964799999999999	103.83848	78	93	21	1	89	0	1	1	1
1970	18015234	84181634	0	33	1.29492	103.83265	89	5	1	2	56	2	2	1	0
1971	18032360	107124655	0	10	1.28938	103.84978000000001	119	2	0	1	0	0	1	1	0
1972	18036925	21472888	0	15	1.32897	103.8634	250	2	0	1	0	2	3	2	0
1973	18051934	31464513	0	21	1.3234700000000001	103.85316999999999	238	5	2	95	365	2	1	1	0
1974	18052476	124238686	0	20	1.31009	103.83928	70	1	52	2	48	2	2	1	2
1975	18062352	115596862	4	13	1.33406	103.73849	210	2	67	1	357	2	3	3	2
1976	18062829	124343633	0	38	1.33381	103.87666999999999	55	1	0	1	0	0	1	1	0
1977	18080682	112040605	1	1	1.33212	103.94301999999999	212	7	49	1	328	0	4	2	2
1978	18081902	124516401	0	22	1.30205	103.84031999999999	130	6	9	6	190	2	1	0	0
1979	18085436	124536308	3	32	1.35517	103.86893	375	7	0	1	180	2	1	1	0
1980	18086207	9321032	0	29	1.30231	103.85318000000001	150	90	9	1	364	2	4	2	1
1981	18086894	124549005	0	4	1.2757	103.83485	49	1	0	1	0	0	1	1	0
1982	18102244	68059127	1	1	1.31999	103.91638	89	3	3	27	150	2	1	1	0
1983	18109887	101940767	4	9	1.31815	103.75894	50	10	15	1	91	1	1	1	0
1984	18113091	124795503	3	31	1.39155	103.9052	50	1	0	1	0	0	1	1	0
1985	18117026	124827904	4	13	1.33541	103.74163	70	4	15	3	172	2	1	1	0
1986	18129192	4946134	0	4	1.26735	103.82556	130	3	0	1	0	1	1	1	0
1987	18144507	120827688	3	26	1.4042700000000001	103.90333000000001	60	90	68	1	0	2	1	1	1
1988	18144702	125105902	0	23	1.2813700000000001	103.84504	89	1	55	7	0	1	3	1	2
1989	18151459	12083856	4	14	1.34334	103.71274	54	1	4	2	358	0	1	1	0
1990	18153307	646629	0	23	1.28278	103.84461	50	1	51	3	357	0	1	1	2
1991	18165035	125105902	0	23	1.2813700000000001	103.84435	29	1	33	7	0	2	1	1	0
1992	18169687	68059127	1	1	1.32559	103.91450999999999	130	3	4	27	351	2	1	1	0
1993	18181770	47093212	1	1	1.32669	103.91577	195	2	1	1	0	1	1	3	0
1994	18199481	23336011	0	33	1.28895	103.84931	101	7	9	40	360	2	1	0	0
1995	18202395	23336011	0	23	1.28166	103.84878	124	7	24	40	361	2	1	0	0
1996	18203227	11390076	0	29	1.29911	103.84966	73	3	10	18	362	2	1	1	0
1997	18214792	40345484	0	18	1.29712	103.88906999999999	80	2	4	3	49	1	1	1	0
1998	18235755	124238686	0	20	1.30968	103.84143	60	1	134	2	5	2	2	1	2
1999	18253219	92626981	0	10	1.2750299999999999	103.84438	130	90	1	1	363	2	1	1	1
2000	18254294	25682279	0	21	1.31274	103.8424	74	3	109	1	0	1	2	1	2
2001	18259421	120254316	0	29	1.30938	103.85375	115	3	53	1	0	1	1	0	2
2002	18277072	2049016	0	23	1.28701	103.84040999999999	50	2	10	1	0	2	1	1	0
2003	18283249	126416861	1	1	1.30777	103.92951	231	1	0	1	91	0	1	2	0
2004	18286281	126446203	4	9	1.29245	103.76717	49	90	1	2	365	1	1	1	1
2005	18305496	16650173	0	4	1.2749	103.82144	68	2	22	1	90	2	2	1	0
2006	18314892	126696033	0	15	1.3243200000000002	103.86496	60	1	0	1	0	0	1	1	0
2007	18316542	80072840	0	15	1.30603	103.86043000000001	42	1	0	1	0	0	1	1	0
2008	18340181	126903503	0	38	1.32997	103.8442	101	1	0	1	0	0	1	1	0
2009	18342015	68059127	1	1	1.32396	103.91642	130	3	0	27	262	2	1	1	0
2010	18351213	127009283	0	15	1.31998	103.86575	95	1	0	1	0	0	1	1	0
2011	18378142	3927925	0	10	1.27345	103.8458	180	60	0	1	365	1	1	2	1
2012	18378150	29420853	0	29	1.29998	103.85105	238	30	6	97	349	2	5	3	1
2013	18395154	29791609	0	28	1.2968899999999999	103.8408	95	1	122	3	357	2	1	1	2
2014	18421322	97878860	0	15	1.30805	103.86179	45	18	1	81	361	2	1	1	0
2015	18434466	46515276	0	15	1.31158	103.87273	45	365	68	13	326	2	1	1	1
2016	18440940	60575654	0	29	1.30057	103.84733	63	25	0	1	0	0	1	1	0
2017	18443242	127848034	0	29	1.30254	103.84874	63	2	172	4	270	1	2	1	2
2018	18443344	78386666	0	11	1.31449	103.89031	56	2	5	6	0	2	2	1	0
2019	18450908	127848034	0	29	1.30464	103.84859	63	2	162	4	344	1	2	1	2
2020	18452100	97878860	0	15	1.3084799999999999	103.86171	36	18	0	81	358	2	1	1	0
2021	18452331	127848034	0	29	1.30426	103.85	77	2	169	4	1	1	2	1	2
2022	18471415	127848034	0	29	1.30245	103.85033	84	2	167	4	346	1	2	1	2
2023	18478731	127785907	2	40	1.43129	103.79639	70	1	0	1	362	0	1	1	0
2024	18479131	128188332	0	4	1.27495	103.84	70	180	0	1	358	0	1	1	1
2025	18484277	66406177	0	18	1.30587	103.89759000000001	120	30	20	335	328	2	2	1	1
2026	18487688	66406177	0	10	1.27548	103.84444	146	30	25	335	0	2	2	1	1
2027	18492050	4367042	0	6	1.32984	103.8115	380	180	1	1	271	2	1	3	1
2028	18496173	35925697	0	15	1.3272	103.86576	130	3	1	1	0	1	1	1	0
2029	18508828	128465640	2	40	1.44861	103.79961999999999	56	4	40	2	365	2	2	1	2
2030	18509748	38730349	0	15	1.31932	103.86046	78	3	73	2	181	2	1	1	2
2031	18513959	97878860	0	15	1.30948	103.8612	36	18	1	81	357	2	1	1	0
2032	18516282	97206233	0	22	1.30379	103.8342	110	1	18	11	364	2	1	1	0
2033	18517165	7080517	1	1	1.31885	103.9074	129	30	27	11	172	1	2	1	1
2034	18527602	34023734	2	41	1.4281	103.84198	24	1	0	1	0	0	1	1	0
2035	18559303	66978433	1	1	1.31738	103.90867	80	1	0	1	0	0	1	1	0
2036	18566096	41007459	0	37	1.31818	103.83006999999999	63	1	2	1	0	1	2	1	0
2037	18572753	7080517	1	1	1.31895	103.90754	119	28	17	11	365	1	2	1	0
2038	18582303	61619807	0	22	1.29898	103.83899	85	6	56	38	344	2	2	1	2
2039	18589278	21900076	1	1	1.3379	103.93474	56	1	3	2	0	0	1	1	0
2040	18605664	97206233	0	20	1.30523	103.83433000000001	159	1	10	11	361	2	1	1	0
2041	18609695	46685310	0	28	1.2958100000000001	103.8392	98	7	25	37	265	2	2	1	0
2042	18617838	16070680	2	30	1.4463	103.8345	39	1	2	1	0	0	1	1	0
2043	18619859	60077959	4	14	1.34717	103.69488	70	2	20	3	364	2	1	1	0
2044	18646201	97878860	0	15	1.30883	103.86239	35	18	1	81	362	2	1	1	0
2045	18646333	129561517	0	10	1.27455	103.84215	105	365	0	1	364	0	1	0	1
2046	18656726	21900076	1	1	1.3369799999999998	103.93293	14	1	0	2	0	0	1	1	0
2047	18658800	129670572	0	29	1.30102	103.84943	280	2	3	1	0	2	1	2	0
2048	18664648	46685310	0	28	1.29626	103.83615999999999	88	6	12	37	345	2	2	1	0
2049	18674998	111065775	0	28	1.29764	103.83706	150	6	7	17	179	1	2	0	0
2050	18675202	111065775	0	28	1.2989600000000001	103.83643000000001	149	6	16	17	0	1	2	0	0
2051	18677397	1545156	4	8	1.40313	103.74991999999999	34	7	0	1	365	2	1	1	0
2052	18679631	108408404	0	18	1.30823	103.89461	14	2	1	1	0	0	1	0	0
2053	18684661	101040883	4	8	1.38053	103.75979	219	1	69	5	176	2	4	3	2
2054	18692721	129951360	1	1	1.3206799999999999	103.91306999999999	66	10	0	1	0	2	1	1	0
2055	18709189	75743680	0	29	1.3018299999999998	103.84817	80	5	0	1	0	0	1	1	0
2056	18721118	61715917	4	14	1.34368	103.7045	60	1	0	1	0	1	1	1	0
2057	18724523	1189417	0	21	1.32486	103.84943	165	2	1	1	0	2	2	1	0
2058	18737139	7708473	0	4	1.2759200000000002	103.83700999999999	268	3	40	1	0	2	4	2	2
2059	18755310	107321298	1	24	1.36713	103.96359	47	1	234	1	364	2	1	1	2
2060	18757509	2413412	0	15	1.30792	103.86153	39	18	2	138	361	2	1	1	0
2061	18759060	23336011	0	23	1.2776399999999999	103.84373000000001	155	6	11	40	359	2	1	1	0
2062	18765777	21452339	4	14	1.3431	103.70169	55	3	0	1	0	0	2	1	0
2063	18780571	90613922	0	29	1.30251	103.84918	110	3	70	4	365	2	1	1	2
2064	18830269	131127587	0	37	1.3165200000000001	103.83091999999999	196	1	12	1	0	1	1	1	0
2065	18835258	33615151	4	3	1.36097	103.76406999999999	60	1	0	1	0	0	1	1	0
2066	18850989	115417605	3	12	1.35113	103.8797	112	2	125	1	230	1	2	1	2
2067	18858584	111065775	0	28	1.2978100000000001	103.83823000000001	150	6	7	17	179	1	2	0	0
2068	18876873	114120246	4	9	1.2975	103.76553	50	2	0	1	0	0	1	1	0
2069	18886111	81812563	4	9	1.31787	103.76953	50	2	1	1	0	0	1	1	0
2070	18887526	17553957	0	11	1.3102200000000002	103.88486	70	1	5	1	0	1	1	1	0
2071	18889042	125988956	0	23	1.28414	103.84919000000001	56	1	0	1	0	0	1	1	0
2072	18899288	228867	4	3	1.34859	103.74774000000001	70	3	6	5	365	2	1	1	0
2073	18903533	11827122	0	4	1.28467	103.83026	222	3	6	3	0	2	4	2	0
2074	18903757	11827122	0	4	1.28364	103.83085	60	1	1	3	0	2	2	1	0
2075	18905203	33003286	4	9	1.29519	103.76575	79	4	26	2	287	2	1	1	0
2076	18906439	23336011	0	10	1.29765	103.85529	151	6	7	40	356	2	1	1	0
2077	18915769	119530352	0	20	1.3069600000000001	103.83596	342	6	3	6	173	2	1	1	0
2078	18915772	119530352	0	20	1.3069600000000001	103.83596	342	6	8	6	172	2	2	1	0
2079	18915776	119530352	0	20	1.3069600000000001	103.83596	342	6	2	6	172	2	1	1	0
2080	18921659	131523241	1	1	1.30815	103.92064	66	1	0	1	0	0	1	1	0
2081	18939913	128366539	1	1	1.3140100000000001	103.93448000000001	60	90	10	2	0	1	1	1	1
2082	18951953	109640479	1	36	1.34344	103.9545	85	365	0	1	365	2	1	0	1
2083	18954357	18812801	0	15	1.3236700000000001	103.86548	70	5	42	1	0	1	1	1	2
2084	18954823	132164074	4	13	1.34679	103.73303	200	7	0	1	0	2	4	1	0
2085	18999873	2466947	0	28	1.2969899999999999	103.83842	50	7	0	1	0	0	1	0	0
2086	19000837	130986514	0	27	1.29329	103.80993000000001	54	1	0	1	0	0	1	1	0
2087	19004563	132594542	3	32	1.38762	103.87003	110	2	0	1	0	0	1	0	0
